freq,word1,word2,word3
1,comprehending,the,full
1,the,full,scope
1,full,scope,between
1,scope,between,the
1,between,the,wildflower
1,the,wildflower,prettiness
1,wildflower,prettiness,of
1,prettiness,of,a
1,of,a,peasantbaby
1,a,peasantbaby,and
1,peasantbaby,and,the
1,and,the,pomp
1,the,pomp,in
1,pomp,in,little
1,in,little,of
1,little,of,an
1,an,infant,princess
1,infant,princess,Throughout
1,princess,Throughout,all
1,Throughout,all,however
1,all,however,there
1,was,a,trait
1,a,trait,of
1,trait,of,passion
1,of,passion,a
1,passion,a,certain
1,certain,depth,of
1,depth,of,hue
1,of,hue,which
1,hue,which,she
1,which,she,never
1,she,never,lost
1,never,lost,and
1,lost,and,if
1,and,if,in
1,if,in,any
1,in,any,of
1,any,of,her
1,of,her,changes
1,her,changes,she
1,changes,she,had
1,she,had,grown
1,had,grown,fainter
1,grown,fainter,or
1,fainter,or,paler
1,or,paler,she
1,paler,she,would
1,she,would,have
1,would,have,ceased
1,have,ceased,to
1,to,be,herselfit
1,be,herselfit,would
1,herselfit,would,have
1,been,no,longer
1,no,longer,Pearl
1,longer,Pearl,This
1,Pearl,This,outward
1,This,outward,mutability
1,outward,mutability,indicated
1,mutability,indicated,and
1,indicated,and,did
1,did,not,more
1,not,more,than
1,more,than,fairly
1,than,fairly,express
1,fairly,express,the
1,express,the,various
1,the,various,properties
1,various,properties,of
1,properties,of,her
1,her,inner,life
1,inner,life,Her
1,life,Her,nature
1,Her,nature,appeared
1,nature,appeared,to
1,appeared,to,possess
1,to,possess,depth
1,possess,depth,too
1,depth,too,as
1,too,as,well
1,well,as,variety
1,as,variety,butor
1,variety,butor,else
1,butor,else,Hesters
1,else,Hesters,fears
1,Hesters,fears,deceived
1,fears,deceived,herit
1,deceived,herit,lacked
1,herit,lacked,reference
1,lacked,reference,and
1,reference,and,adaptation
1,and,adaptation,to
1,adaptation,to,the
1,she,was,born
1,was,born,The
1,born,The,child
1,The,child,could
1,child,could,not
1,not,be,made
1,be,made,amenable
1,made,amenable,to
1,amenable,to,rules
1,to,rules,In
1,rules,In,giving
1,In,giving,her
1,giving,her,existence
1,her,existence,a
1,existence,a,great
1,a,great,law
1,great,law,had
1,law,had,been
1,had,been,broken
1,been,broken,and
1,broken,and,the
1,and,the,result
1,the,result,was
1,result,was,a
1,was,a,being
1,a,being,whose
1,being,whose,elements
1,whose,elements,were
1,elements,were,perhaps
1,were,perhaps,beautiful
1,perhaps,beautiful,and
1,beautiful,and,brilliant
1,and,brilliant,but
1,brilliant,but,all
1,but,all,in
1,all,in,disorder
1,in,disorder,or
1,disorder,or,with
1,or,with,an
1,with,an,order
1,an,order,peculiar
1,order,peculiar,to
1,peculiar,to,themselves
1,to,themselves,amidst
1,themselves,amidst,which
1,amidst,which,the
1,which,the,point
1,point,of,variety
1,of,variety,and
1,variety,and,arrangement
1,and,arrangement,was
1,arrangement,was,difficult
1,was,difficult,or
1,difficult,or,impossible
1,or,impossible,to
1,impossible,to,be
1,to,be,discovered
1,be,discovered,Hester
1,discovered,Hester,could
1,Hester,could,only
1,could,only,account
1,only,account,for
1,the,childs,characterand
1,childs,characterand,even
1,characterand,even,then
1,even,then,most
1,then,most,vaguely
1,most,vaguely,and
1,vaguely,and,imperfectlyby
1,and,imperfectlyby,recalling
1,imperfectlyby,recalling,what
1,recalling,what,she
1,what,she,herself
1,she,herself,had
1,had,been,during
1,been,during,that
1,during,that,momentous
1,that,momentous,period
1,momentous,period,while
1,period,while,Pearl
1,Pearl,was,imbibing
1,was,imbibing,her
1,imbibing,her,soul
1,her,soul,from
1,soul,from,the
1,spiritual,world,and
1,world,and,her
1,and,her,bodily
1,her,bodily,frame
1,bodily,frame,from
1,frame,from,its
1,from,its,material
1,its,material,of
1,material,of,earth
1,of,earth,The
1,earth,The,mothers
1,The,mothers,impassioned
1,mothers,impassioned,state
1,impassioned,state,had
1,state,had,been
1,been,the,medium
1,the,medium,through
1,medium,through,which
1,through,which,were
1,which,were,transmitted
1,were,transmitted,to
1,transmitted,to,the
1,to,the,unborn
1,the,unborn,infant
1,unborn,infant,the
1,infant,the,rays
1,the,rays,of
1,rays,of,its
1,of,its,moral
1,its,moral,life
1,moral,life,and
1,life,and,however
1,and,however,white
1,however,white,and
1,white,and,clear
1,and,clear,originally
1,clear,originally,they
1,originally,they,had
1,they,had,taken
1,taken,the,deep
1,the,deep,stains
1,deep,stains,of
1,stains,of,crimson
1,of,crimson,and
1,crimson,and,gold
1,and,gold,the
1,gold,the,fiery
1,the,fiery,lustre
1,fiery,lustre,the
1,lustre,the,black
1,the,black,shadow
1,black,shadow,and
1,shadow,and,the
1,and,the,untempered
1,the,untempered,light
1,untempered,light,of
1,of,the,intervening
1,the,intervening,substance
1,intervening,substance,Above
1,substance,Above,all
1,Above,all,the
1,all,the,warfare
1,the,warfare,of
1,warfare,of,Hesters
1,of,Hesters,spirit
1,Hesters,spirit,at
1,spirit,at,that
1,at,that,epoch
1,that,epoch,was
1,epoch,was,perpetuated
1,was,perpetuated,in
1,perpetuated,in,Pearl
1,in,Pearl,She
1,Pearl,She,could
1,She,could,recognize
1,could,recognize,her
1,recognize,her,wild
1,her,wild,desperate
1,wild,desperate,defiant
1,desperate,defiant,mood
1,defiant,mood,the
1,mood,the,flightiness
1,the,flightiness,of
1,flightiness,of,her
1,of,her,temper
1,her,temper,and
1,temper,and,even
1,and,even,some
1,even,some,of
1,the,very,cloudshapes
1,very,cloudshapes,of
1,cloudshapes,of,gloom
1,of,gloom,and
1,gloom,and,despondency
1,and,despondency,that
1,despondency,that,had
1,that,had,brooded
1,had,brooded,in
1,brooded,in,her
1,her,heart,They
1,heart,They,were
1,They,were,now
1,were,now,illuminated
1,now,illuminated,by
1,illuminated,by,the
1,by,the,morning
1,the,morning,radiance
1,morning,radiance,of
1,radiance,of,a
1,young,childs,disposition
1,childs,disposition,but
1,disposition,but,later
1,but,later,in
1,later,in,the
1,in,the,day
1,day,of,earthly
1,of,earthly,existence
1,earthly,existence,might
1,existence,might,be
1,might,be,prolific
1,be,prolific,of
1,prolific,of,the
1,of,the,storm
1,the,storm,and
1,storm,and,whirlwind
1,and,whirlwind,The
1,whirlwind,The,discipline
1,The,discipline,of
1,discipline,of,the
1,the,family,in
1,family,in,those
1,those,days,was
1,days,was,of
1,of,a,far
1,a,far,more
1,far,more,rigid
1,more,rigid,kind
1,rigid,kind,than
1,kind,than,now
1,than,now,The
1,now,The,frown
1,The,frown,the
1,frown,the,harsh
1,the,harsh,rebuke
1,harsh,rebuke,the
1,rebuke,the,frequent
1,the,frequent,application
1,frequent,application,of
1,application,of,the
1,of,the,rod
1,the,rod,enjoined
1,rod,enjoined,by
1,enjoined,by,Scriptural
1,by,Scriptural,authority
1,Scriptural,authority,were
1,authority,were,used
1,were,used,not
1,used,not,merely
1,merely,in,the
1,way,of,punishment
1,of,punishment,for
1,punishment,for,actual
1,for,actual,offences
1,actual,offences,but
1,offences,but,as
1,as,a,wholesome
1,a,wholesome,regimen
1,wholesome,regimen,for
1,regimen,for,the
1,for,the,growth
1,growth,and,promotion
1,and,promotion,of
1,promotion,of,all
1,of,all,childish
1,all,childish,virtues
1,childish,virtues,Hester
1,virtues,Hester,Prynne
1,Hester,Prynne,nevertheless
1,Prynne,nevertheless,the
1,nevertheless,the,lonely
1,the,lonely,mother
1,lonely,mother,of
1,one,child,ran
1,child,ran,little
1,ran,little,risk
1,little,risk,of
1,risk,of,erring
1,of,erring,on
1,erring,on,the
1,on,the,side
1,the,side,of
1,side,of,undue
1,of,undue,severity
1,undue,severity,Mindful
1,severity,Mindful,however
1,Mindful,however,of
1,however,of,her
1,her,own,errors
1,own,errors,and
1,errors,and,misfortunes
1,and,misfortunes,she
1,misfortunes,she,early
1,she,early,sought
1,early,sought,to
1,sought,to,impose
1,to,impose,a
1,impose,a,tender
1,a,tender,but
1,tender,but,strict
1,but,strict,control
1,strict,control,over
1,control,over,the
1,over,the,infant
1,the,infant,immortality
1,infant,immortality,that
1,immortality,that,was
1,that,was,committed
1,was,committed,to
1,committed,to,her
1,to,her,charge
1,her,charge,But
1,charge,But,the
1,But,the,task
1,the,task,was
1,task,was,beyond
1,was,beyond,her
1,beyond,her,skill
1,her,skill,After
1,skill,After,testing
1,After,testing,both
1,testing,both,smiles
1,both,smiles,and
1,smiles,and,frowns
1,and,frowns,and
1,frowns,and,proving
1,and,proving,that
1,proving,that,neither
1,that,neither,mode
1,neither,mode,of
1,mode,of,treatment
1,of,treatment,possessed
1,treatment,possessed,any
1,possessed,any,calculable
1,any,calculable,influence
1,calculable,influence,Hester
1,influence,Hester,was
1,Hester,was,ultimately
1,was,ultimately,compelled
1,ultimately,compelled,to
1,compelled,to,stand
1,to,stand,aside
1,stand,aside,and
1,aside,and,permit
1,and,permit,the
1,permit,the,child
1,child,to,be
1,to,be,swayed
1,be,swayed,by
1,swayed,by,her
1,her,own,impulses
1,own,impulses,Physical
1,impulses,Physical,compulsion
1,Physical,compulsion,or
1,compulsion,or,restraint
1,or,restraint,was
1,restraint,was,effectual
1,was,effectual,of
1,effectual,of,course
1,of,course,while
1,course,while,it
1,while,it,lasted
1,it,lasted,As
1,lasted,As,to
1,As,to,any
1,any,other,kind
1,other,kind,of
1,kind,of,discipline
1,of,discipline,whether
1,discipline,whether,addressed
1,whether,addressed,to
1,addressed,to,her
1,to,her,mind
1,her,mind,or
1,mind,or,heart
1,or,heart,little
1,heart,little,Pearl
1,little,Pearl,might
1,Pearl,might,or
1,might,or,might
1,or,might,not
1,not,be,within
1,be,within,its
1,within,its,reach
1,its,reach,in
1,reach,in,accordance
1,with,the,caprice
1,the,caprice,that
1,caprice,that,ruled
1,that,ruled,the
1,ruled,the,moment
1,the,moment,Her
1,Her,mother,while
1,mother,while,Pearl
1,Pearl,was,yet
1,was,yet,an
1,yet,an,infant
1,an,infant,grew
1,infant,grew,acquainted
1,grew,acquainted,with
1,acquainted,with,a
1,a,certain,peculiar
1,certain,peculiar,look
1,peculiar,look,that
1,look,that,warned
1,that,warned,her
1,warned,her,when
1,her,when,it
1,when,it,would
1,would,be,labor
1,be,labor,thrown
1,labor,thrown,away
1,thrown,away,to
1,away,to,insist
1,to,insist,persuade
1,insist,persuade,or
1,persuade,or,plead
1,or,plead,It
1,plead,It,was
1,a,look,so
1,look,so,intelligent
1,so,intelligent,yet
1,intelligent,yet,inexplicable
1,yet,inexplicable,so
1,inexplicable,so,perverse
1,so,perverse,sometimes
1,perverse,sometimes,so
1,sometimes,so,malicious
1,so,malicious,but
1,malicious,but,generally
1,but,generally,accompanied
1,generally,accompanied,by
1,accompanied,by,a
1,by,a,wild
1,a,wild,flow
1,wild,flow,of
1,flow,of,spirits
1,of,spirits,that
1,spirits,that,Hester
1,that,Hester,could
1,not,help,questioning
1,help,questioning,at
1,questioning,at,such
1,at,such,moments
1,such,moments,whether
1,moments,whether,Pearl
1,whether,Pearl,were
1,Pearl,were,a
1,were,a,human
1,a,human,child
1,human,child,She
1,child,She,seemed
1,She,seemed,rather
1,seemed,rather,an
1,rather,an,airy
1,an,airy,sprite
1,airy,sprite,which
1,sprite,which,after
1,which,after,playing
1,after,playing,its
1,playing,its,fantastic
1,its,fantastic,sports
1,fantastic,sports,for
1,sports,for,a
1,little,while,upon
1,while,upon,the
1,upon,the,cottage
1,the,cottage,floor
1,cottage,floor,would
1,floor,would,flit
1,would,flit,away
1,flit,away,with
1,with,a,mocking
1,a,mocking,smile
1,mocking,smile,Whenever
1,smile,Whenever,that
1,Whenever,that,look
1,that,look,appeared
1,look,appeared,in
1,appeared,in,her
1,her,wild,bright
1,wild,bright,deeply
1,bright,deeply,black
1,deeply,black,eyes
1,black,eyes,it
1,eyes,it,invested
1,it,invested,her
1,invested,her,with
1,a,strange,remoteness
1,strange,remoteness,and
1,and,intangibility,it
1,intangibility,it,was
1,if,she,were
1,she,were,hovering
1,were,hovering,in
1,hovering,in,the
1,air,and,might
1,and,might,vanish
1,might,vanish,like
1,vanish,like,a
1,like,a,glimmering
1,a,glimmering,light
1,glimmering,light,that
1,light,that,comes
1,that,comes,we
1,comes,we,know
1,know,not,whence
1,not,whence,and
1,whence,and,goes
1,and,goes,we
1,goes,we,know
1,know,not,whither
1,not,whither,Beholding
1,whither,Beholding,it
1,Beholding,it,Hester
1,it,Hester,was
1,Hester,was,constrained
1,was,constrained,to
1,constrained,to,rush
1,to,rush,towards
1,rush,towards,the
1,towards,the,childto
1,the,childto,pursue
1,childto,pursue,the
1,pursue,the,little
1,the,little,elf
1,little,elf,in
1,elf,in,the
1,in,the,flight
1,the,flight,which
1,flight,which,she
1,which,she,invariably
1,she,invariably,beganto
1,invariably,beganto,snatch
1,beganto,snatch,her
1,snatch,her,to
1,her,to,her
1,bosom,with,a
1,with,a,close
1,a,close,pressure
1,close,pressure,and
1,pressure,and,earnest
1,and,earnest,kissesnot
1,earnest,kissesnot,so
1,kissesnot,so,much
1,so,much,from
1,much,from,overflowing
1,from,overflowing,love
1,overflowing,love,as
1,love,as,to
1,as,to,assure
1,herself,that,Pearl
1,that,Pearl,was
1,Pearl,was,flesh
1,was,flesh,and
1,and,blood,and
1,blood,and,not
1,and,not,utterly
1,not,utterly,delusive
1,utterly,delusive,But
1,delusive,But,Pearls
1,But,Pearls,laugh
1,Pearls,laugh,when
1,laugh,when,she
1,she,was,caught
1,was,caught,though
1,caught,though,full
1,though,full,of
1,full,of,merriment
1,of,merriment,and
1,merriment,and,music
1,and,music,made
1,music,made,her
1,her,mother,more
1,mother,more,doubtful
1,more,doubtful,than
1,doubtful,than,before
1,than,before,Heartsmitten
1,before,Heartsmitten,at
1,Heartsmitten,at,this
1,at,this,bewildering
1,this,bewildering,and
1,bewildering,and,baffling
1,and,baffling,spell
1,baffling,spell,that
1,spell,that,so
1,so,often,came
1,often,came,between
1,came,between,herself
1,between,herself,and
1,herself,and,her
1,and,her,sole
1,her,sole,treasure
1,sole,treasure,whom
1,treasure,whom,she
1,she,had,bought
1,had,bought,so
1,bought,so,dear
1,so,dear,and
1,dear,and,who
1,who,was,all
1,was,all,her
1,all,her,world
1,her,world,Hester
1,world,Hester,sometimes
1,Hester,sometimes,burst
1,sometimes,burst,into
1,burst,into,passionate
1,into,passionate,tears
1,passionate,tears,Then
1,tears,Then,perhapsfor
1,Then,perhapsfor,there
1,perhapsfor,there,was
1,was,no,foreseeing
1,no,foreseeing,how
1,foreseeing,how,it
1,how,it,might
1,it,might,affect
1,might,affect,herPearl
1,affect,herPearl,would
1,herPearl,would,frown
1,would,frown,and
1,frown,and,clench
1,and,clench,her
1,clench,her,little
1,her,little,fist
1,little,fist,and
1,fist,and,harden
1,and,harden,her
1,harden,her,small
1,her,small,features
1,small,features,into
1,features,into,a
1,into,a,stern
1,a,stern,unsympathizing
1,stern,unsympathizing,look
1,unsympathizing,look,of
1,look,of,discontent
1,of,discontent,Not
1,discontent,Not,seldom
1,Not,seldom,she
1,seldom,she,would
1,she,would,laugh
1,would,laugh,anew
1,laugh,anew,and
1,anew,and,louder
1,and,louder,than
1,louder,than,before
1,than,before,like
1,before,like,a
1,like,a,thing
1,a,thing,incapable
1,thing,incapable,and
1,incapable,and,unintelligent
1,and,unintelligent,of
1,unintelligent,of,human
1,of,human,sorrow
1,human,sorrow,Orbut
1,sorrow,Orbut,this
1,Orbut,this,more
1,this,more,rarely
1,more,rarely,happenedshe
1,rarely,happenedshe,would
1,happenedshe,would,be
1,would,be,convulsed
1,be,convulsed,with
1,convulsed,with,a
1,with,a,rage
1,a,rage,of
1,rage,of,grief
1,of,grief,and
1,grief,and,sob
1,and,sob,out
1,sob,out,her
1,out,her,love
1,her,love,for
1,love,for,her
1,her,mother,in
1,mother,in,broken
1,in,broken,words
1,broken,words,and
1,words,and,seem
1,and,seem,intent
1,seem,intent,on
1,intent,on,proving
1,on,proving,that
1,proving,that,she
1,she,had,a
1,had,a,heart
1,a,heart,by
1,heart,by,breaking
1,by,breaking,it
1,breaking,it,Yet
1,it,Yet,Hester
1,Yet,Hester,was
1,Hester,was,hardly
1,was,hardly,safe
1,hardly,safe,in
1,safe,in,confiding
1,in,confiding,herself
1,confiding,herself,to
1,herself,to,that
1,to,that,gusty
1,that,gusty,tenderness
1,gusty,tenderness,it
1,tenderness,it,passed
1,it,passed,as
1,passed,as,suddenly
1,as,suddenly,as
1,suddenly,as,it
1,it,came,Brooding
1,came,Brooding,over
1,Brooding,over,all
1,over,all,these
1,all,these,matters
1,these,matters,the
1,matters,the,mother
1,the,mother,felt
1,mother,felt,like
1,felt,like,one
1,like,one,who
1,who,has,evoked
1,has,evoked,a
1,evoked,a,spirit
1,a,spirit,but
1,spirit,but,by
1,but,by,some
1,by,some,irregularity
1,some,irregularity,in
1,irregularity,in,the
1,in,the,process
1,process,of,conjuration
1,of,conjuration,has
1,conjuration,has,failed
1,has,failed,to
1,failed,to,win
1,win,the,masterword
1,the,masterword,that
1,masterword,that,should
1,that,should,control
1,should,control,this
1,control,this,new
1,new,and,incomprehensible
1,and,incomprehensible,intelligence
1,incomprehensible,intelligence,Her
1,intelligence,Her,only
1,Her,only,real
1,only,real,comfort
1,real,comfort,was
1,comfort,was,when
1,was,when,the
1,the,child,lay
1,child,lay,in
1,in,the,placidity
1,the,placidity,of
1,placidity,of,sleep
1,of,sleep,Then
1,sleep,Then,she
1,she,was,sure
1,was,sure,of
1,sure,of,her
1,her,and,tasted
1,and,tasted,hours
1,tasted,hours,of
1,hours,of,quiet
1,of,quiet,sad
1,quiet,sad,delicious
1,sad,delicious,happiness
1,delicious,happiness,untilperhaps
1,happiness,untilperhaps,with
1,untilperhaps,with,that
1,with,that,perverse
1,that,perverse,expression
1,perverse,expression,glimmering
1,expression,glimmering,from
1,glimmering,from,beneath
1,from,beneath,her
1,beneath,her,opening
1,her,opening,lidslittle
1,opening,lidslittle,Pearl
1,lidslittle,Pearl,awoke
1,Pearl,awoke,How
1,awoke,How,soonwith
1,How,soonwith,what
1,soonwith,what,strange
1,what,strange,rapidity
1,strange,rapidity,indeeddid
1,rapidity,indeeddid,Pearl
1,indeeddid,Pearl,arrive
1,Pearl,arrive,at
1,arrive,at,an
1,at,an,age
1,an,age,that
1,age,that,was
1,that,was,capable
1,was,capable,of
1,capable,of,social
1,of,social,intercourse
1,social,intercourse,beyond
1,intercourse,beyond,the
1,beyond,the,mothers
1,the,mothers,everready
1,mothers,everready,smile
1,everready,smile,and
1,smile,and,nonsensewords
1,and,nonsensewords,And
1,nonsensewords,And,then
1,And,then,what
1,then,what,a
1,what,a,happiness
1,a,happiness,would
1,happiness,would,it
1,have,been,could
1,been,could,Hester
1,could,Hester,Prynne
1,Hester,Prynne,have
1,Prynne,have,heard
1,have,heard,her
1,heard,her,clear
1,her,clear,birdlike
1,clear,birdlike,voice
1,birdlike,voice,mingling
1,voice,mingling,with
1,mingling,with,the
1,with,the,uproar
1,the,uproar,of
1,uproar,of,other
1,of,other,childish
1,other,childish,voices
1,childish,voices,and
1,voices,and,have
1,and,have,distinguished
1,have,distinguished,and
1,distinguished,and,unravelled
1,and,unravelled,her
1,unravelled,her,own
1,her,own,darlings
1,own,darlings,tones
1,darlings,tones,amid
1,tones,amid,all
1,amid,all,the
1,all,the,entangled
1,the,entangled,outcry
1,entangled,outcry,of
1,outcry,of,a
1,group,of,sportive
1,of,sportive,children
1,sportive,children,But
1,children,But,this
1,But,this,could
1,this,could,never
1,never,be,Pearl
1,be,Pearl,was
1,was,a,born
1,a,born,outcast
1,born,outcast,of
1,outcast,of,the
1,of,the,infantile
1,the,infantile,world
1,infantile,world,An
1,world,An,imp
1,An,imp,of
1,imp,of,evil
1,of,evil,emblem
1,evil,emblem,and
1,emblem,and,product
1,and,product,of
1,product,of,sin
1,of,sin,she
1,sin,she,had
1,she,had,no
1,no,right,among
1,right,among,christened
1,among,christened,infants
1,christened,infants,Nothing
1,infants,Nothing,was
1,than,the,instinct
1,the,instinct,as
1,instinct,as,it
1,it,seemed,with
1,seemed,with,which
1,the,child,comprehended
1,child,comprehended,her
1,comprehended,her,loneliness
1,her,loneliness,the
1,loneliness,the,destiny
1,the,destiny,that
1,destiny,that,had
1,that,had,drawn
1,drawn,an,inviolable
1,an,inviolable,circle
1,inviolable,circle,round
1,circle,round,about
1,about,her,the
1,her,the,whole
1,the,whole,peculiarity
1,whole,peculiarity,in
1,peculiarity,in,short
1,in,short,of
1,short,of,her
1,of,her,position
1,her,position,in
1,respect,to,other
1,to,other,children
1,other,children,Never
1,children,Never,since
1,Never,since,her
1,since,her,release
1,her,release,from
1,release,from,prison
1,from,prison,had
1,prison,had,Hester
1,had,Hester,met
1,Hester,met,the
1,met,the,public
1,public,gaze,without
1,gaze,without,her
1,without,her,In
1,her,In,all
1,all,her,walks
1,her,walks,about
1,about,the,town
1,the,town,Pearl
1,town,Pearl,too
1,Pearl,too,was
1,too,was,there
1,was,there,first
1,there,first,as
1,first,as,the
1,as,the,babe
1,the,babe,in
1,babe,in,arms
1,in,arms,and
1,arms,and,afterwards
1,and,afterwards,as
1,afterwards,as,the
1,as,the,little
1,little,girl,small
1,girl,small,companion
1,small,companion,of
1,companion,of,her
1,her,mother,holding
1,mother,holding,a
1,holding,a,forefinger
1,a,forefinger,with
1,forefinger,with,her
1,with,her,whole
1,her,whole,grasp
1,whole,grasp,and
1,grasp,and,tripping
1,and,tripping,along
1,tripping,along,at
1,along,at,the
1,at,the,rate
1,the,rate,of
1,rate,of,three
1,of,three,or
1,or,four,footsteps
1,four,footsteps,to
1,footsteps,to,one
1,to,one,of
1,one,of,Hesters
1,of,Hesters,She
1,Hesters,She,saw
1,She,saw,the
1,saw,the,children
1,the,settlement,on
1,settlement,on,the
1,the,grassy,margin
1,grassy,margin,of
1,the,street,or
1,street,or,at
1,or,at,the
1,at,the,domestic
1,the,domestic,thresholds
1,domestic,thresholds,disporting
1,thresholds,disporting,themselves
1,disporting,themselves,in
1,in,such,grim
1,such,grim,fashion
1,grim,fashion,as
1,fashion,as,the
1,as,the,Puritanic
1,the,Puritanic,nurture
1,Puritanic,nurture,would
1,nurture,would,permit
1,would,permit,playing
1,permit,playing,at
1,playing,at,going
1,at,going,to
1,going,to,church
1,to,church,perchance
1,church,perchance,or
1,perchance,or,at
1,or,at,scourging
1,at,scourging,Quakers
1,scourging,Quakers,or
1,Quakers,or,taking
1,or,taking,scalps
1,taking,scalps,in
1,scalps,in,a
1,in,a,shamfight
1,a,shamfight,with
1,shamfight,with,the
1,with,the,Indians
1,the,Indians,or
1,Indians,or,scaring
1,or,scaring,one
1,scaring,one,another
1,another,with,freaks
1,with,freaks,of
1,freaks,of,imitative
1,of,imitative,witchcraft
1,imitative,witchcraft,Pearl
1,witchcraft,Pearl,saw
1,Pearl,saw,and
1,saw,and,gazed
1,and,gazed,intently
1,gazed,intently,but
1,intently,but,never
1,but,never,sought
1,never,sought,to
1,sought,to,make
1,to,make,acquaintance
1,make,acquaintance,If
1,acquaintance,If,spoken
1,If,spoken,to
1,spoken,to,she
1,to,she,would
1,she,would,not
1,would,not,speak
1,not,speak,again
1,speak,again,If
1,again,If,the
1,If,the,children
1,the,children,gathered
1,children,gathered,about
1,gathered,about,her
1,about,her,as
1,her,as,they
1,they,sometimes,did
1,sometimes,did,Pearl
1,did,Pearl,would
1,Pearl,would,grow
1,would,grow,positively
1,grow,positively,terrible
1,positively,terrible,in
1,terrible,in,her
1,in,her,puny
1,her,puny,wrath
1,puny,wrath,snatching
1,wrath,snatching,up
1,snatching,up,stones
1,up,stones,to
1,stones,to,fling
1,to,fling,at
1,fling,at,them
1,at,them,with
1,them,with,shrill
1,with,shrill,incoherent
1,shrill,incoherent,exclamations
1,incoherent,exclamations,that
1,exclamations,that,made
1,her,mother,tremble
1,mother,tremble,because
1,tremble,because,they
1,they,had,so
1,had,so,much
1,much,the,sound
1,sound,of,a
1,of,a,witchs
1,a,witchs,anathemas
1,witchs,anathemas,in
1,anathemas,in,some
1,in,some,unknown
1,some,unknown,tongue
1,unknown,tongue,The
1,tongue,The,truth
1,The,truth,was
1,truth,was,that
1,the,little,Puritans
1,little,Puritans,being
1,Puritans,being,of
1,the,most,intolerant
1,most,intolerant,brood
1,intolerant,brood,that
1,brood,that,ever
1,that,ever,lived
1,ever,lived,had
1,lived,had,got
1,had,got,a
1,got,a,vague
1,of,something,outlandish
1,something,outlandish,unearthly
1,outlandish,unearthly,or
1,unearthly,or,at
1,or,at,variance
1,at,variance,with
1,variance,with,ordinary
1,with,ordinary,fashions
1,ordinary,fashions,in
1,fashions,in,the
1,in,the,mother
1,and,child,and
1,child,and,therefore
1,and,therefore,scorned
1,therefore,scorned,them
1,scorned,them,in
1,their,hearts,and
1,hearts,and,not
1,and,not,unfrequently
1,not,unfrequently,reviled
1,unfrequently,reviled,them
1,reviled,them,with
1,them,with,their
1,with,their,tongues
1,their,tongues,Pearl
1,tongues,Pearl,felt
1,Pearl,felt,the
1,felt,the,sentiment
1,the,sentiment,and
1,sentiment,and,requited
1,and,requited,it
1,requited,it,with
1,with,the,bitterest
1,the,bitterest,hatred
1,bitterest,hatred,that
1,hatred,that,can
1,can,be,supposed
1,supposed,to,rankle
1,to,rankle,in
1,rankle,in,a
1,in,a,childish
1,a,childish,bosom
1,childish,bosom,These
1,bosom,These,outbreaks
1,These,outbreaks,of
1,outbreaks,of,a
1,of,a,fierce
1,a,fierce,temper
1,fierce,temper,had
1,temper,had,a
1,kind,of,value
1,of,value,and
1,value,and,even
1,and,even,comfort
1,even,comfort,for
1,comfort,for,her
1,her,mother,because
1,mother,because,there
1,because,there,was
1,there,was,at
1,was,at,least
1,at,least,an
1,least,an,intelligible
1,an,intelligible,earnestness
1,intelligible,earnestness,in
1,in,the,mood
1,the,mood,instead
1,mood,instead,of
1,instead,of,the
1,of,the,fitful
1,the,fitful,caprice
1,fitful,caprice,that
1,caprice,that,so
1,so,often,thwarted
1,often,thwarted,her
1,thwarted,her,in
1,the,childs,manifestations
1,childs,manifestations,It
1,manifestations,It,appalled
1,It,appalled,her
1,appalled,her,nevertheless
1,her,nevertheless,to
1,nevertheless,to,discern
1,to,discern,here
1,discern,here,again
1,here,again,a
1,again,a,shadowy
1,a,shadowy,reflection
1,shadowy,reflection,of
1,reflection,of,the
1,the,evil,that
1,evil,that,had
1,that,had,existed
1,had,existed,in
1,existed,in,herself
1,in,herself,All
1,herself,All,this
1,All,this,enmity
1,this,enmity,and
1,enmity,and,passion
1,and,passion,had
1,passion,had,Pearl
1,had,Pearl,inherited
1,Pearl,inherited,by
1,inherited,by,inalienable
1,by,inalienable,right
1,inalienable,right,out
1,right,out,of
1,out,of,Hesters
1,of,Hesters,heart
1,Hesters,heart,Mother
1,heart,Mother,and
1,Mother,and,daughter
1,and,daughter,stood
1,daughter,stood,together
1,stood,together,in
1,the,same,circle
1,same,circle,of
1,circle,of,seclusion
1,of,seclusion,from
1,seclusion,from,human
1,from,human,society
1,human,society,and
1,society,and,in
1,the,child,seemed
1,child,seemed,to
1,to,be,perpetuated
1,be,perpetuated,those
1,perpetuated,those,unquiet
1,those,unquiet,elements
1,unquiet,elements,that
1,elements,that,had
1,that,had,distracted
1,had,distracted,Hester
1,distracted,Hester,Prynne
1,Hester,Prynne,before
1,Prynne,before,Pearls
1,Pearls,birth,but
1,birth,but,had
1,but,had,since
1,had,since,begun
1,begun,to,be
1,to,be,soothed
1,be,soothed,away
1,soothed,away,by
1,by,the,softening
1,the,softening,influences
1,softening,influences,of
1,influences,of,maternity
1,of,maternity,At
1,maternity,At,home
1,At,home,within
1,home,within,and
1,within,and,around
1,and,around,her
1,around,her,mothers
1,mothers,cottage,Pearl
1,cottage,Pearl,wanted
1,Pearl,wanted,not
1,wanted,not,a
1,not,a,wide
1,wide,and,various
1,and,various,circle
